EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,
1122,Sierra,Macias,16-Nov-21,26-Aug-22,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Food ball huge out simply according.,Production       ,General - Con,13-11-1975,MA,Technician,Female,35632,White,Married,Fully Meets,3,medium
1237,Cory,Saunders,23-Mar-21,26-Aug-22,Production Technician II,Nancy Gutierrez,cory.saunders@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Resignation,Practice cover bar reason expect.,Production       ,Yard (Material Handling),17-12-1975,MA,Engineer,Female,1223,Black,Divorced,Fully Meets,3,medium
1527,Tristen,Reed,05-Jun-22,26-Aug-22,Production Technician I,Timothy Robbins,tristen.reed@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Voluntary,Career unit oil always without bag its.,Production       ,Engineers,13-03-1980,MA,Engineer,Female,39855,Asian,Widowed,Fully Meets,3,medium
2760,Adil,Sahoo,06-Dec-20,26-Aug-22,Production Technician II,Alexis Shaw,adil.sahoo@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Voluntary,Keep position nature most anything eat blue.,Production       ,Fielders,20-07-1969,MA,Engineer,Male,2062,Other,Single,Fully Meets,2,low
3652,Owen,Dillon,30-Aug-19,27-Aug-22,Production Technician I,Victoria Maldonado,owen.dillon@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Window stuff western interesting.,Production       ,Field Operations,16-08-1946,MA,Supervisor,Male,96845,Other,Married,Fully Meets,3,medium
1559,Braden,Ballard,22-Apr-22,29-Aug-22,Production Technician II,Jodi Scott,braden.ballard@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Account national draw skin dream here how mind.,Production       ,Project Management - Con,02-12-1965,MA,Coordinator,Male,32042,Other,Divorced,Fully Meets,3,medium
2934,Triston,Ewing,24-Oct-21,29-Aug-22,Production Technician I,Diana Stewart,triston.ewing@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Resignation,Ball total direction school.,Production       ,Field Operations,14-11-1963,MA,Laborer,Male,63659,Asian,Widowed,Fully Meets,2,low
3501,Garrett,Zimmerman,30-Aug-20,30-Aug-22,Area Sales Manager,Destiny Hopkins,garrett.zimmerman@bilearner.com,PL,Future Start,Part-Time,Zone A,Part-Time,Retirement,Worker medical commercial participant tough leg.,Sales,General - Con,19-04-1959,TX,Technician,Male,6240,Other,Widowed,Fully Meets,4,high
3604,Kane,Owen,16-Jan-19,31-Aug-22,Production Technician II,Mark Hale,kane.owen@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Resignation,Sometimes surface page stand area.,Production       ,Field Operations,09-03-1948,MA,Foreman,Female,44626,Hispanic,Divorced,Needs Improvement,4,high
1839,Aydin,Perry,17-Aug-21,31-Aug-22,Production Technician I,Joshua Glenn,aydin.perry@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Voluntary,First sing others lot film anyone.,Production       ,People Services,29-03-1968,MA,Assistant,Female,74361,Other,Single,Exceeds,3,medium
3712,Kyra,Ray,28-Apr-19,01-Sep-22,Production Technician I,Christopher Robertson,kyra.ray@bilearner.com,MSC,Future Start,Part-Time,Zone C,Temporary,Retirement,Year color woman become year scene very.,Production       ,Field Operations,03-04-1956,MA,Technician,Male,33658,Asian,Married,Needs Improvement,5,very high
1660,Drake,Nicholson,09-Aug-22,01-Sep-22,CIO,Whitney Miller,drake.nicholson@bilearner.com,WBL,Terminated for Cause,Contract,Zone B,Full-Time,Retirement,Tax five question.,IT/IS,General - Con,02-07-1971,MA,Technician,Male,47536,Other,Widowed,Fully Meets,3,medium
2690,Joaquin,Cuevas,12-Apr-22,02-Sep-22,Area Sales Manager,Elizabeth Garrison,joaquin.cuevas@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Involuntary,Author hotel car care special organization.,Sales,Project Management - Con,14-04-1997,AZ,Field Project Manager,Male,28406,Black,Married,Fully Meets,4,high
2848,Pierre,Tate,13-Mar-22,02-Sep-22,Production Technician I,Willie Compton,pierre.tate@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Perhaps system its answer small.,Production       ,Project Management - Con,28-01-1946,MA,Project Manager,Male,59518,White,Single,Exceeds,1,very low
1640,Elliot,Phillips,29-May-21,03-Sep-22,BI Developer,Christopher Meyer,elliot.phillips@bilearner.com,MSC,Terminated for Cause,Contract,Zone A,Full-Time,Voluntary,Item many international assume almost whole.,IT/IS,Engineers,30-08-1961,MA,Field Project Manager,Female,59443,Hispanic,Divorced,Fully Meets,3,medium
1805,Phoenix,Pitts,17-Dec-18,03-Sep-22,Production Technician I,Patricia Perry,phoenix.pitts@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Voluntary,Air for charge until want drug seek.,Production       ,Aerial,03-02-1969,MA,Laborer,Male,50864,Black,Divorced,Fully Meets,3,medium
2329,Aubree,Anderson,25-Jul-19,03-Sep-22,Network Engineer,Larry Gonzales,aubree.anderson@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,War way happy safe consumer probably.,Executive Office,Aerial,26-10-1962,MA,Lineman,Male,82740,Asian,Single,Fully Meets,2,low
2334,Iris,Preston,21-Jul-21,03-Sep-22,Data Analyst,Alexandria Hahn,iris.preston@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Retirement,According term along ago leave.,IT/IS,Engineers,19-02-1983,MA,Engineer,Male,93589,Asian,Single,Fully Meets,4,high
2720,Cheyenne,Herman,08-Jan-22,03-Sep-22,Area Sales Manager,Kathleen Hickman,cheyenne.herman@bilearner.com,PL,Active,Contract,Zone A,Temporary,Retirement,Debate want series success above.,Sales,Field Operations,13-08-1994,NC,Top Hand,Female,26500,Asian,Widowed,Fully Meets,4,high
3398,Kyler,Cherry,09-Nov-19,03-Sep-22,Production Technician I,Danielle Hanson,kyler.cherry@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Foot station left people foot.,Production       ,General - Con,11-12-1956,MA,Technician,Female,63776,Other,Single,Fully Meets,3,medium
2616,Destiney,Navarro,14-Aug-19,04-Sep-22,Administrative Assistant,Gary Ortiz,destiney.navarro@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Involuntary,Still box ten network apply.,Sales,Engineers,18-12-1972,WA,Engineer,Female,62733,Black,Married,Fully Meets,1,very low
3661,Reagan,Brennan,28-Feb-22,05-Sep-22,Production Technician I,Denise Roman,reagan.brennan@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Involuntary,Decide group difference decide.,Production       ,Executive,22-05-1952,MA,Vp,Male,21624,Asian,Married,Fully Meets,3,medium
3767,Kale,Fischer,26-Aug-21,05-Sep-22,Production Technician I,Zachary Nelson,kale.fischer@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Actually on Democrat down live base should.,Production       ,General - Con,07-03-1993,MA,Laborer,Female,46087,Black,Divorced,Fully Meets,2,low
2640,Magdalena,Whitehead,28-Aug-21,06-Sep-22,Area Sales Manager,Jacob Perez,magdalena.whitehead@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Voluntary,Company set policy drop become single.,Sales,Wireline Construction,06-11-1962,AZ,Foreman,Male,9642,Black,Single,Fully Meets,4,high
2571,Hayley,Keller,17-Mar-21,08-Sep-22,BI Director,Megan Hart,hayley.keller@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Retirement,Maintain which memory born.,IT/IS,Field Operations,11-02-1989,MA,Technician,Female,30960,Asian,Divorced,Fully Meets,2,low
3421,Brenden,Leach,09-May-22,08-Sep-22,Production Technician I,Donna Lawson,brenden.leach@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Retirement,Man the newspaper performance.,Production       ,Wireless,11-06-1959,MA,Foreman,Female,57340,Other,Divorced,Fully Meets,1,very low
3464,James,Duke,03-Dec-18,09-Sep-22,Area Sales Manager,Mark Harris,james.duke@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Involuntary,Stuff different color how.,Sales,Shop (Fleet),17-06-1998,MA,Mechanic,Male,66835,Black,Widowed,Needs Improvement,5,very high
2369,Maximilian,Moyer,19-Oct-21,10-Sep-22,Network Engineer,Nicole Sosa,maximilian.moyer@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Retirement,Window paper dark power knowledge must current.,Production       ,Field Operations,16-09-1987,MA,Engineer,Male,59893,Other,Divorced,Fully Meets,5,very high
2795,Corinne,Hopkins,10-Jul-22,11-Sep-22,Production Technician I,Casey Garner,corinne.hopkins@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Voluntary,Defense pressure according more mind bed number.,Production       ,General - Eng,26-01-1949,MA,Drafter,Female,74746,Asian,Single,Fully Meets,4,high
3203,Marianne,Eaton,19-Jan-21,11-Sep-22,Production Technician I,John Lutz,marianne.eaton@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone C,Part-Time,Voluntary,Subject network inside.,Production       ,General - Sga,10-09-1961,MA,Administrator,Female,2343,White,Single,Fully Meets,4,high
2000,Jocelyn,Jackson,13-May-22,12-Sep-22,Production Technician I,Judith Ryan,jocelyn.jackson@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Staff summer fire my game kitchen.,Production       ,General - Con,07-07-1963,MA,Flagger,Female,29557,Black,Widowed,Fully Meets,3,medium
3595,Fisher,Stafford,22-Sep-20,14-Sep-22,Production Technician I,Nicole Delgado,fisher.stafford@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Resignation,Dark meeting play room head join truth involve.,Production       ,Engineers,02-03-1952,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1,very low
1827,Jessie,Church,19-Sep-21,14-Sep-22,Production Technician I,Glenda Williams,jessie.church@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Involuntary,Good technology same cut arrive anything remain.,Production       ,Field Operations,21-05-1982,MA,Operator,Female,18674,Other,Widowed,Needs Improvement,3,medium
2012,Darnell,Eaton,24-Jan-20,14-Sep-22,Production Technician I,Jason Kennedy,darnell.eaton@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Billion turn account cut spring.,Production       ,General - Sga,06-06-1984,MA,Vp,Female,44651,White,Single,Fully Meets,3,medium
1554,Zackery,Sutton,06-Jul-21,15-Sep-22,Production Technician I,Dustin Alvarado,zackery.sutton@bilearner.com,MSC,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,However many movie effort.,Production       ,Technology / It,13-07-1951,MA,Project Manager,Male,73854,White,Widowed,Fully Meets,3,medium
1383,Athena,Moore,28-Jan-22,16-Sep-22,Sr. Accountant,Alan Rios,athena.moore@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Resignation,Affect bar himself mention serious.,Admin Offices,General - Con,10-10-1994,MA,Technician,Female,88549,Hispanic,Divorced,Exceeds,3,medium
3079,Tommy,Carter,18-Dec-20,16-Sep-22,Production Technician I,David Moore,tommy.carter@bilearner.com,EW,Leave of Absence,Part-Time,Zone B,Part-Time,Retirement,Nice hundred government.,Production       ,Aerial,09-07-1973,MA,Engineer,Female,54361,Black,Single,Fully Meets,4,high
2799,Makenna,Foster,20-Apr-21,17-Sep-22,Production Technician I,Timothy Pratt,makenna.foster@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Resignation,Opportunity upon apply and world.,Production       ,Engineers,21-02-1988,MA,Engineer,Male,54859,White,Divorced,Fully Meets,2,low
1902,Sarahi,Raymond,08-Sep-20,19-Sep-22,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Brother a billion wife watch south.,Production       ,Engineers,11-02-1952,MA,Project Manager,Male,86441,Other,Divorced,Fully Meets,3,medium
3699,Madelyn,Mcdonald,30-Aug-22,20-Sep-22,Production Technician I,Justin Harris,madelyn.mcdonald@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Business draw with hear dream eat.,Production       ,Engineers,31-01-1977,MA,Engineer,Male,48065,Asian,Divorced,PIP,2,low
3708,Case,Gaines,21-Aug-20,20-Sep-22,Production Technician I,Morgan Smith,case.gaines@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Resignation,Finally feeling often some.,Production       ,Fielders,19-02-1974,MA,Engineer,Male,13899,Black,Married,Exceeds,4,high
3615,Martin,Weber,13-May-21,22-Sep-22,Production Technician I,Lee Hudson,martin.weber@bilearner.com,CCDR,Future Start,Full-Time,Zone B,Part-Time,Retirement,View ever record ahead.,Production       ,General - Con,14-05-1986,MA,Manager,Male,74388,Asian,Divorced,Exceeds,2,low
3860,Amy,Sherman,01-Jul-20,22-Sep-22,IT Support,Ricky Banks,amy.sherman@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Resignation,A matter seven second professor.,IT/IS,Catv,04-01-1996,MA,Lineman,Female,86329,Asian,Single,Fully Meets,3,medium
1689,Kolby,Reed,02-Jan-21,22-Sep-22,Senior BI Developer,Wendy Palmer,kolby.reed@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Retirement,Benefit available decade.,Admin Offices,Field Operations,04-12-1985,MA,Technician,Male,35372,Other,Married,Fully Meets,3,medium
2402,Hayley,Chung,14-Apr-22,22-Sep-22,Production Manager,Dawn Smith,hayley.chung@bilearner.com,PL,Terminated for Cause,Full-Time,Zone C,Full-Time,Resignation,Rather event ground scientist change.,Production       ,Shop (Fleet),19-09-1985,MA,Supervisor,Female,36118,Black,Widowed,Fully Meets,2,low
2923,Joel,Spence,12-Feb-22,22-Sep-22,Production Technician I,Norma Parker,joel.spence@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Test you set carry human kind.,Production       ,Field Operations,01-07-1980,MA,Technician,Female,79321,White,Married,Needs Improvement,4,high
1441,Miranda,Chavez,26-Nov-21,23-Sep-22,Production Technician I,Holly Lee,miranda.chavez@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Voluntary,Show home than data her. Act speak also best.,Production       ,Field Operations,16-03-1982,MA,Laborer,Female,69720,Hispanic,Married,Needs Improvement,3,medium
2450,Vivian,Bright,18-Aug-22,24-Sep-22,Production Manager,Angela Chapman,vivian.bright@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Resignation,Prove group type several wife those question.,Production       ,Aerial,15-10-1996,MA,Lineman,Male,73413,Asian,Single,Fully Meets,1,very low
3759,Gabriella,Warner,01-May-22,25-Sep-22,Production Technician I,Emily Pugh,gabriella.warner@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Retirement,Authority different including gun production.,Production       ,Yard (Material Handling),21-10-1958,MA,Laborer,Male,47326,Black,Married,Fully Meets,1,very low
3975,Kianna,Rhodes,03-Nov-20,25-Sep-22,CIO,Curtis Hill,kianna.rhodes@bilearner.com,CCDR,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Doctor good process certainly successful ask.,IT/IS,Field Operations,25-01-1999,TX,Technician,Male,44793,Asian,Single,Fully Meets,3,medium
1109,Enola,Chivukula,11-Jun-22,25-Sep-22,Production Technician I,Timothy Moore,enola.chivukula@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Large although outside technology office.,Production       ,Field Operations,01-10-1981,MA,Laborer,Female,1775,White,Divorced,Fully Meets,3,medium
2363,Kaleigh,Keller,08-Feb-21,25-Sep-22,Production Manager,Frances Olsen,kaleigh.keller@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Retirement,Least if civil partner court number song.,Production       ,Wireline Construction,17-02-1983,MA,Foreman,Female,14808,Hispanic,Widowed,Fully Meets,2,low
3007,Madeline,Powell,21-Mar-19,25-Sep-22,Production Technician II,Gabriela Boyd,madeline.powell@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Resignation,Stock professor pattern turn attention news.,Production       ,General - Con,13-10-1949,MA,Technician,Female,22812,Black,Married,Fully Meets,2,low
3883,Noemi,Brewer,06-May-22,26-Sep-22,IT Support,Jacob Hamilton,noemi.brewer@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Involuntary,Here employee minute officer southern.,IT/IS,Field Operations,16-06-1991,MA,Administrator,Female,11294,White,Widowed,Fully Meets,3,medium
1201,Sarahi,Dodson,11-Apr-22,26-Sep-22,Production Technician I,Robert Hill,sarahi.dodson@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Information race relate rich poor already make.,Production       ,General - Con,27-01-1954,MA,Flagger,Male,53450,Other,Divorced,Fully Meets,3,medium
3322,Roland,Berg,31-Jul-20,27-Sep-22,Production Technician II,Kathleen Bowen,roland.berg@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Voluntary,Different down happen near impact.,Production       ,Aerial,09-10-1943,MA,Lineman,Male,25557,White,Single,Fully Meets,4,high
1715,Reece,Callahan,27-Oct-20,28-Sep-22,CIO,Monique Barnes,reece.callahan@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Involuntary,Learn will marriage interesting note the success.,IT/IS,Aerial,10-01-1966,MA,Foreman,Female,86362,White,Divorced,Fully Meets,3,medium
3832,Sloane,Rasmussen,02-Aug-21,29-Sep-22,Sr. DBA,Melinda Mcintyre,sloane.rasmussen@bilearner.com,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Resignation,Lead throw others.,IT/IS,Project Management - Eng,07-09-1964,MA,Planner,Female,96097,Hispanic,Widowed,PIP,3,medium
1445,Connor,Larsen,05-Sep-21,29-Sep-22,Production Technician I,Felicia Goodwin,connor.larsen@bilearner.com,MSC,Future Start,Part-Time,Zone C,Part-Time,Voluntary,Party make program beat.,Production       ,Aerial,16-12-1963,MA,Labor,Female,89203,White,Married,Exceeds,3,medium
2692,Ralph,Stone,01-Aug-20,01-Oct-22,Area Sales Manager,Denise Adams,ralph.stone@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Voluntary,Hard way effort wear physical. Want between grow.,Sales,Underground,22-11-1997,TN,Foreman,Male,97985,White,Widowed,Fully Meets,4,high
1133,Vincent,Wyatt,14-Mar-22,02-Oct-22,Production Technician I,Jordan Robinson,vincent.wyatt@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Field year certainly data sense table yes.,Production       ,Aerial,20-11-1949,MA,Engineer,Female,95347,Hispanic,Married,Fully Meets,3,medium
1501,Jaqueline,Gallagher,24-Oct-21,03-Oct-22,Production Technician I,Mary Higgins,jaqueline.gallagher@bilearner.com,EW,Active,Contract,Zone A,Part-Time,Retirement,Surface mother in into pick middle too.,Production       ,Field Operations,01-10-1999,MA,Tower Hand,Male,12961,Hispanic,Widowed,Fully Meets,3,medium
2488,Braedon,Welch,26-May-22,05-Oct-22,IT Director,Angela Mcdonald,braedon.welch@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Resignation,Follow fact investment.,IT/IS,Field Operations,31-01-1989,MA,Tower Hand,Male,10930,Other,Married,Fully Meets,1,very low
1525,Nehemiah,Leach,14-Nov-21,07-Oct-22,Production Technician I,Ashley Padilla,nehemiah.leach@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Involuntary,System less wrong.,Production       ,General - Con,14-04-1947,MA,Laborer,Female,42288,Asian,Widowed,Needs Improvement,3,medium
2126,Chasity,Kennedy,08-Mar-21,07-Oct-22,Production Technician I,Steven Logan,chasity.kennedy@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Involuntary,Will cut garden exist ability its human.,Production       ,Technology / It,20-06-1969,MA,Helpdesk,Female,35121,Black,Married,PIP,1,very low
3540,Maya,Mccann,12-Mar-20,09-Oct-22,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,09-06-1983,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4,high
1572,Chance,Warner,28-Sep-21,09-Oct-22,Production Technician I,Julie Porter,chance.warner@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Resignation,Simple over long.,Production       ,Fielders,08-04-1951,MA,Engineer,Female,18550,Black,Married,Fully Meets,3,medium
2413,Alexus,Greer,27-Jul-22,09-Oct-22,Production Manager,Clayton Phillips,alexus.greer@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Resignation,Tree choose manager ask prove three.,Production       ,General - Con,10-04-1942,MA,Driver,Female,18899,White,Single,Fully Meets,4,high
3548,Sanaa,Glass,11-Jul-21,10-Oct-22,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1,very low
2643,Katelyn,Brown,15-Apr-22,10-Oct-22,Area Sales Manager,Deborah Stephens,katelyn.brown@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Voluntary,Likely debate ever college strategy way can.,Sales,Wireline Construction,24-12-1966,TN,Clerical,Male,60277,Black,Divorced,Fully Meets,5,very high
2885,Humberto,Yoder,14-Apr-22,10-Oct-22,Production Technician II,Kelli Blair,humberto.yoder@bilearner.com,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,Partner fact hand bag management woman.,Production       ,Field Operations,27-01-1977,MA,Groundman,Male,61247,Asian,Single,Fully Meets,1,very low
3857,Jasper,Harrison,02-Oct-22,11-Oct-22,IT Support,Lindsey Osborne,jasper.harrison@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Voluntary,Forget budget now window.,IT/IS,Fielders,24-05-1963,MA,Engineer,Male,18837,Black,Widowed,PIP,3,medium
3590,Dominik,Mullen,25-Feb-21,13-Oct-22,Production Technician I,Jessica Allen,dominik.mullen@bilearner.com,PYZ,Future Start,Part-Time,Zone C,Full-Time,Retirement,Country as dream project office.,Production       ,Field Operations,31-05-1995,MA,Laborer,Male,66167,Asian,Widowed,Fully Meets,4,high
2308,Asia,Rivers,24-May-22,13-Oct-22,Data Analyst,Matthew Tucker,asia.rivers@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Retirement,Where vote relate expect executive game seem.,Production       ,Field Operations,09-05-1999,MA,Coordinator,Male,20854,Other,Divorced,Fully Meets,5,very high
3550,Charlie,Atkinson,26-Nov-21,14-Oct-22,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1,very low
3480,Jerimiah,Harmon,08-Sep-22,16-Oct-22,Area Sales Manager,Eric King,jerimiah.harmon@bilearner.com,PL,Future Start,Full-Time,Zone C,Temporary,Retirement,View vote contain within fight cup party war.,Sales,Catv,09-08-1946,TX,Supervisor,Female,75671,Black,Widowed,Fully Meets,1,very low
1499,Abigayle,Mccann,26-Feb-22,16-Oct-22,Production Technician I,Lori Lopez DVM,abigayle.mccann@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Resignation,Win late significant throughout add.,Production       ,General - Con,27-04-1975,MA,Operator,Female,94816,Other,Married,Fully Meets,3,medium
2850,Carleigh,Schultz,06-Oct-22,16-Oct-22,Production Technician I,Victoria Williams,carleigh.schultz@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Stand until high true effort kid.,Production       ,General - Con,29-07-1972,MA,Technician,Male,6816,Hispanic,Divorced,Exceeds,1,very low
2865,Esperanza,Horne,10-May-22,17-Oct-22,Production Technician II,Jeremy Frey,esperanza.horne@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,This fly moment arm realize weight partner.,Production       ,General - Con,27-08-1969,MA,Foreman,Female,26583,White,Divorced,Fully Meets,1,very low
3235,Emmett,York,23-Dec-21,17-Oct-22,Production Technician I,Jeffrey Webb,emmett.york@bilearner.com,EW,Active,Contract,Zone C,Temporary,Resignation,Without option agent show term.,Production       ,Engineers,01-08-1963,MA,Engineer,Male,62173,Hispanic,Married,Fully Meets,2,low
3132,Ximena,Suarez,27-Apr-20,18-Oct-22,Production Technician I,Brian Gregory,ximena.suarez@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Involuntary,Program personal mean life source reach.,Production       ,Field Operations,20-09-1979,MA,Laborer,Female,12694,Asian,Divorced,Fully Meets,4,high
1096,Linda,Anderson,15-Feb-22,19-Oct-22,Production Technician I,Adam Hunt,linda.anderson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Issue loss day provide everyone white.,Production       ,Shop (Fleet),11-01-1973,MA,Mechanic,Female,1844,Asian,Married,Fully Meets,3,medium
1086,Ava,Pace,12-Aug-22,20-Oct-22,Software Engineer,Justin Young,ava.pace@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Voluntary,Thousand both simple network let.,Software Engineering,Field Operations,30-07-1973,MA,Supervisor,Female,23203,Black,Single,Fully Meets,3,medium
3066,Vicente,Davis,28-Jul-22,20-Oct-22,Production Technician I,Jamie Pope,vicente.davis@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Retirement,Purpose feel summer nature small choose can.,Production       ,Field Operations,12-04-1967,MA,Operator,Male,2005,Hispanic,Divorced,Fully Meets,1,very low
3811,Joe,South,14-May-22,21-Oct-22,Sr. Network Engineer,Robin Wilson,joe.south@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Back prove second tax air.,IT/IS,Fielders,11-03-1958,CT,Engineer,Male,6278,Hispanic,Widowed,Fully Meets,3,medium
2218,Abdullah,Arellano,21-Feb-19,21-Oct-22,IT Manager - DB,Jacob Christian,abdullah.arellano@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Quality heavy security nature amount take room.,IT/IS,Field Operations,08-11-1967,MA,Foreman,Female,29237,Asian,Widowed,Exceeds,4,high
2384,Matthias,Dunlap,14-Oct-21,21-Oct-22,Production Manager,Kimberly Moore,matthias.dunlap@bilearner.com,PL,Terminated for Cause,Full-Time,Zone A,Temporary,Resignation,East crime wind subject because.,Production       ,Field Operations,11-09-1979,MA,Foreman,Female,47596,Hispanic,Married,Fully Meets,5,very high
3405,Selina,Jefferson,13-Jan-20,21-Oct-22,Production Technician I,Karen Lin,selina.jefferson@bilearner.com,WBL,Leave of Absence,Contract,Zone B,Full-Time,Voluntary,Often about size today.,Production       ,Field Operations,02-03-1979,MA,Engineer,Female,12351,White,Single,Fully Meets,1,very low
1983,Ricardo,Bruce,14-Mar-20,22-Oct-22,Production Technician I,Daniel Huff,ricardo.bruce@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Hold left direction. Ahead investment she.,Production       ,General - Con,26-11-1956,MA,Laborer,Female,31391,Asian,Widowed,Fully Meets,3,medium
1759,Jose,Houston,23-Jan-21,23-Oct-22,Production Technician I,Patricia Newman,jose.houston@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Retirement,Benefit turn that with well may former if.,Production       ,General - Con,11-12-1947,MA,Coordinator,Male,40003,White,Married,Fully Meets,3,medium
3305,Jace,Galloway,30-Nov-20,23-Oct-22,Production Technician I,Alex Lopez,jace.galloway@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Billion approach middle behind national describe.,Production       ,Project Management - Con,09-07-1992,MA,Coordinator,Female,18362,Other,Widowed,Fully Meets,4,high
